0.286731	-4.90113e-12	0.662709	0.30001	0.2	0.5	0	-0.785398	-0	-2.18166	-0	1.39626	-0
0.286795	0.000936797	0.661947	0.304393	0.199903	0.5	4.5e-05	-0.785406	0.001545	-2.18333	0.002208	1.39615	0.001518
0.287249	0.00696898	0.657036	0.306297	0.199802	0.5	0.00036	-0.785185	0.011538	-2.19391	0.016503	1.39563	0.011217
0.287823	0.0144622	0.650928	0.309429	0.199555	0.5	0.00081	-0.78444	0.024062	-2.20672	0.034443	1.39533	0.023063
0.288537	0.0236468	0.643435	0.31255	0.199209	0.5	0.00145	-0.782858	0.03959	-2.22197	0.05668	1.39555	0.037237
0.289358	0.0339827	0.634988	0.315661	0.198766	0.5	0.002279	-0.780197	0.057314	-2.23855	0.082002	1.39669	0.052685
0.290271	0.0450174	0.62595	0.318758	0.198225	0.5	0.003286	-0.77628	0.076546	-2.25556	0.109334	1.39904	0.068507
0.291272	0.0563811	0.616616	0.321831	0.197588	0.5	0.004442	-0.770995	0.096708	-2.27229	0.137736	1.40276	0.083975
0.292368	0.0677802	0.60722	0.324888	0.196853	0.5	0.00571	-0.764297	0.117318	-2.28818	0.166397	1.40791	0.098516
0.293573	0.0789844	0.597945	0.327916	0.196025	0.5	0.007045	-0.756194	0.137969	-2.30285	0.194627	1.41442	0.111703
0.294901	0.08982	0.58893	0.330918	0.1951	0.5	0.008402	-0.746739	0.158326	-2.31601	0.22185	1.42215	0.123232
0.29637	0.100156	0.580279	0.333893	0.194081	0.5	0.009735	-0.736022	0.178105	-2.32749	0.247595	1.4309	0.132909
0.297991	0.1099	0.572065	0.336828	0.192971	0.5	0.011004	-0.72416	0.197079	-2.33719	0.27149	1.44042	0.140627
0.299774	0.118989	0.564341	0.339743	0.191763	0.5	0.012175	-0.711288	0.215063	-2.34509	0.293255	1.45045	0.146351
0.301725	0.127387	0.557133	0.342593	0.190475	0.5	0.013222	-0.697549	0.231916	-2.3512	0.312695	1.46073	0.150102
0.303844	0.135074	0.550457	0.345414	0.189093	0.5	0.014127	-0.683092	0.247536	-2.35557	0.329693	1.471	0.151946
0.306128	0.142048	0.544317	0.348192	0.187621	0.5	0.014883	-0.668064	0.26185	-2.35831	0.34419	1.48101	0.151972
0.308569	0.148316	0.538703	0.350919	0.186066	0.5	0.015488	-0.652604	0.274818	-2.35949	0.356186	1.49053	0.150293
0.311157	0.153894	0.5336	0.353598	0.184423	0.5	0.015946	-0.636845	0.286427	-2.35925	0.365732	1.49938	0.147033
0.313879	0.158807	0.528989	0.356223	0.182698	0.5	0.016269	-0.620908	0.296685	-2.35769	0.372913	1.50738	0.142322
0.316719	0.163083	0.524844	0.358792	0.180892	0.5	0.016472	-0.604899	0.305622	-2.35494	0.377847	1.51442	0.136292
0.31966	0.166752	0.521139	0.361305	0.179004	0.5	0.01657	-0.588916	0.313279	-2.35112	0.380671	1.52036	0.129073
0.322685	0.169848	0.517843	0.363755	0.177041	0.5	0.016583	-0.573042	0.319713	-2.34634	0.381542	1.52515	0.120791
0.325776	0.172404	0.514929	0.366146	0.174998	0.5	0.016528	-0.557347	0.324988	-2.34072	0.380621	1.52874	0.111566
0.328914	0.174454	0.512365	0.368468	0.172885	0.5	0.016426	-0.541891	0.329175	-2.33436	0.378079	1.53109	0.101514
0.332083	0.176033	0.510123	0.370723	0.170699	0.5	0.016292	-0.526724	0.332349	-2.32735	0.374085	1.5322	0.090744
0.335265	0.177174	0.508175	0.37291	0.168441	0.5	0.016143	-0.511885	0.334587	-2.3198	0.368804	1.53211	0.079359
0.338444	0.17791	0.506493	0.375022	0.166118	0.5	0.015992	-0.497407	0.335968	-2.31179	0.362398	1.53083	0.067457
0.341606	0.178271	0.505051	0.377062	0.163729	0.5	0.015852	-0.483314	0.336566	-2.30339	0.355019	1.52842	0.055129
0.344737	0.178289	0.503825	0.379026	0.161277	0.5	0.015732	-0.469625	0.336455	-2.29469	0.346812	1.52493	0.042461
0.347826	0.17799	0.50279	0.380912	0.158764	0.5	0.01564	-0.456352	0.335706	-2.28575	0.337912	1.52045	0.029536
0.35056	0.177474	0.502006	0.382718	0.156193	0.5	0.015586	-0.444773	0.334541	-2.27756	0.329413	1.51562	0.017748
0.353832	0.176553	0.501214	0.384442	0.153568	0.5	0.015563	-0.431095	0.332553	-2.26742	0.318518	1.50879	0.003217
0.356731	0.175465	0.500634	0.386083	0.150889	0.5	0.015585	-0.41912	0.33027	-2.25813	0.308243	1.50177	-0.010035
0.359551	0.17416	0.500169	0.38764	0.148159	0.5	0.01565	-0.407583	0.327588	-2.24885	0.297713	1.49408	-0.023263
0.362284	0.17266	0.499804	0.389109	0.145383	0.5	0.015759	-0.396484	0.324553	-2.23961	0.287009	1.48579	-0.036406
0.364928	0.170983	0.499525	0.390491	0.142561	0.5	0.015909	-0.385821	0.321208	-2.23046	0.276206	1.47698	-0.049409
